,정규직수
14622,1080
14623,1838
14624,272
14625,449
14626,84
14627,66
14628,6
14629,1
14630,5
14631,2
14632,24
14633,2
14634,26
14635,6
14636,13
14637,1
14638,63
14639,16
14640,295
14641,11
14642,93
14643,1
14644,5
14645,1
14646,80
14647,5
14648,165
14649,4
14650,33
14651,47
14652,21
14653,7
14654,8
14655,1
14656,8
14657,5
14658,57
14659,42
14660,42
14661,10
14662,347
14663,140
14664,447
14665,91
14666,251
14667,182
14668,7
14669,2
14670,104
14671,169
14672,142
14673,56
14674,122
14675,16
14676,127
14677,182
14678,83
14679,10
14680,118
14681,13
14682,4
14683,5
14684,32
14685,12
14686,60
14687,37
14688,405
14689,16
14690,1508
14691,346
14692,231
14693,164
14694,59
14695,4
14696,112
14697,59
14698,70
14699,14
14700,15
14701,5
14702,10
14703,10
14704,84
14705,11
14706,230
14707,11
14708,153
14709,13
14710,2
14711,12
14712,7
14713,22
14714,11
14715,13
14716,2
14717,20
14718,20
14719,10
14720,2
14721,2
14722,14
14723,3
14724,47
14725,26
14726,13
14727,7
14728,47
14729,26
14730,20
14731,47
14732,83
14733,19
14734,107
14735,53
14736,410
14737,193
14738,16
14739,3
14740,14
14741,4
14742,36
14743,3
14744,54
14745,45
14746,9
14747,6
14748,14
14749,7
14750,16
14751,17
14752,4
14753,2
14754,39
14755,8
14756,3
14757,15
14758,5
14759,13
14760,5
14761,12
14762,3
14763,333
14764,187
14765,110
14766,8
14767,86
14768,6
14769,90
14770,15
14771,22
14772,23
14773,13
14774,2
14775,186
14776,20
14777,135
14778,19
14779,37
14780,6
14781,11
14782,3
14783,24
14784,8
14785,7
14786,4
14787,33
14788,38
14789,7
14790,22
14791,1093
14792,335
14793,158
14794,172
14795,21
14796,9
14797,63
14798,20
14799,3
14800,1
14801,8
14802,9
14803,20
14804,3
14805,66
14806,39
14807,18
14808,6
14809,119
14810,48
14811,58
14812,28
14813,53
14814,1
14815,111
14816,12
14817,300
14818,152
14819,28
14820,4
14821,39
14822,3
14823,23
14824,13
14825,8
14826,4
14827,138
14828,14
14829,5
14830,1
14831,2
14832,0
14833,2
14834,8
14835,3
14836,1
14837,100
14838,33
14839,12
14840,2
14841,46
14842,18
14843,255
14844,14
14845,22
14846,30
14847,10
14848,1
14849,19
14850,12
14851,58
14852,4
14853,17
14854,6
14855,6176
14856,7807
14857,61
14858,9
14859,40
14860,11
14861,52
14862,41
14863,354
14864,395
14865,42
14866,7
14867,11
14868,2
14869,53
14870,0
14871,117
14872,7
14873,234
14874,35
14875,26
14876,11
14877,17
14878,21
14879,0
14880,3
14881,297
14882,82
14883,146
14884,5
14885,66
14886,30
14887,160
14888,122
14889,203
14890,21
14891,171
14892,4
14893,48
14894,5
14895,7
14896,1
14897,11
14898,14
14899,57
14900,5
14901,8
14902,20
14903,334
14904,56
14905,130
14906,19
14907,70
14908,27
14909,82
14910,6
14911,71
14912,1
14913,509
14914,65
14915,4
14916,2
14917,1
14918,13
14919,16
14920,12
14921,7
14922,7
14923,1
14924,2
14925,4
14926,24
14927,4
14928,257
14929,303
14930,182
14931,54
14932,296
14933,1341
14934,39
14935,6
14936,112
14937,1
14938,61
14939,21
14940,0
14941,0
14942,10
14943,2
14944,53
14945,4
14946,15
14947,1
14948,6
14949,1
14950,12
14951,2
14952,22
14953,2
14954,8
14955,2
14956,38
14957,27
14958,1320
14959,133
14960,460
14961,22
14962,77
14963,5
14964,91
14965,4
14966,11
14967,1
14968,104
14969,21
14970,272
14971,15
14972,36
14973,24
14974,39
14975,4
14976,7
14977,228
14978,25
14979,281
14980,31
14981,116
14982,29
14983,120
14984,30
14985,6
14986,2
14987,167
14988,19
14989,24
14990,20
14991,207
14992,15
14993,7
14994,2
14995,12
14996,5
14997,2
14998,4
14999,33
15000,6
15001,47
15002,13
15003,16
15004,0
15005,37
15006,16
15007,79
15008,34
15009,53
15010,4
15011,1
15012,18
15013,12
15014,6
15015,102
15016,7
15017,90
15018,10
15019,13
15020,11
15021,10
15022,2
15023,44
15024,5
15025,363
15026,191
15027,167
15028,64
15029,65
15030,44
15031,47
15032,20
15033,69
15034,9
15035,287
15036,4
15037,104
15038,16
15039,356
15040,131
15041,22
15042,15
15043,28
15044,17
15045,23
15046,19
15047,81
15048,3
15049,6
15050,3
15051,45
15052,30
15053,24
15054,17
15055,87
15056,3
15057,173
15058,20
15059,26
15060,26
15061,36
15062,19
15063,25
15064,11
15065,72
15066,14
15067,119
15068,39
15069,26
15070,7
15071,3
15072,3
15073,32
15074,35
15075,37
15076,23
15077,11
15078,4
15079,10
15080,2
15081,3
15082,7
15083,3
15084,3
15085,1
15086,2
15087,1
15088,117
15089,10
15090,309
15091,67
15092,58
15093,4
15094,331
15095,153
15096,128
15097,13
15098,89
15099,5
15100,86
15101,84
15102,17
15103,8
15104,33
15105,31
15106,70
15107,34
15108,119
15109,117
15110,10
15111,3
15112,583
15113,251
15114,31
15115,6
15116,12
15117,0
15118,7
15119,0
15120,31
15121,0
15122,54
15123,16
15124,165
15125,11
15126,170
15127,13
15128,389
15129,40
15130,618
15131,46
15132,191
15133,19
15134,217
15135,16
15136,181
15137,12
15138,88
15139,7
15140,15
15141,4
15142,92
15143,21
15144,153
15145,165
15146,144
15147,36
15148,356
15149,156
15150,164
15151,23
15152,23
15153,4
15154,157
15155,96
15156,11
15157,3
15158,35
15159,11
15160,13
15161,2
15162,27
15163,111
15164,234
15165,52
15166,3
15167,12
15168,143
15169,57
15170,215
15171,67
15172,64
15173,59
15174,65
15175,43
15176,16
15177,6
15178,30
15179,13
15180,11
15181,13
15182,34
15183,28
15184,164
15185,20
15186,11
15187,5
15188,576
15189,24
15190,306
15191,46
15192,13
15193,8
15194,673
15195,44
15196,250
15197,1
15198,49
15199,17
15200,49
15201,12
15202,22
15203,1
15204,110
15205,57
15206,0
15207,0
15208,0
15209,0
15210,0
15211,0
15212,0
15213,0
15214,539
15215,327
15216,106
15217,35
15218,283
15219,213
15220,95
15221,31
15222,59
15223,6
15224,15
15225,5
15226,154
15227,40
15228,239
15229,98
15230,70
15231,5
15232,570
15233,61
15234,121
15235,25
15236,124
15237,98
15238,56
15239,31
15240,125
15241,70
15242,230
15243,5
15244,117
15245,11
15246,21
15247,5
15248,4
15249,0
15250,3
15251,2
15252,42
15253,27
15254,85
15255,17
15256,49
15257,19
15258,14
15259,10
15260,18
15261,33
15262,14
15263,19
15264,1389
15265,435
15266,35
15267,1
15268,9
15269,45
15270,12
15271,4
15272,4
15273,0
15274,0
15275,104
15276,17
15277,463
15278,13
15279,193
15280,7
15281,21
15282,8
15283,162
15284,27
15285,26
15286,16
15287,111
15288,6
15289,733
15290,145
15291,61
15292,30
15293,62
15294,6
15295,10
15296,4
15297,6
15298,1
15299,7
15300,6
15301,386
15302,268
15303,61
15304,14
15305,246
15306,49
15307,22
15308,5
15309,30
15310,30
15311,16
15312,11
15313,8
15314,2
15315,561
15316,24
15317,154
15318,61
15319,10
15320,3
15321,20
15322,101
15323,12
15324,116
15325,39
15326,242
15327,53
15328,56
15329,34
15330,67
15331,13
15332,0
15333,0
15334,0
15335,0
15336,9454
15337,15760
15338,1106
15339,1769
15340,1
15341,8
15342,2
15343,15
15344,27
15345,2
15346,0
15347,0
15348,0
15349,39
15350,32
15351,45
15352,46
15353,94
15354,53
15355,125
15356,26
15357,26
15358,4
15359,37
15360,22
15361,211
15362,17
15363,8
15364,17
15365,16
15366,30
15367,41
15368,19
15369,11
15370,805
15371,78
15372,52
15373,21
15374,284
15375,29
15376,1
15377,14
15378,5
15379,3
15380,81
15381,67
15382,391
15383,299
15384,32
15385,7
15386,255
15387,121
15388,137
15389,12
15390,16
15391,7
15392,108
15393,19
15394,6
15395,3
15396,53
15397,15
15398,430
15399,51
15400,38
15401,13
15402,3
15403,51
15404,9
15405,46
15406,32
15407,124
15408,12
15409,70
15410,5
15411,11
15412,4
15413,161
15414,175
15415,0
15416,0
15417,0
15418,0
15419,0
15420,0
15421,187
15422,0
15423,64
15424,0
15425,218
15426,13
15427,149
15428,12
15429,42
15430,5
15431,363
15432,140
15433,492
15434,52
15435,10
15436,2
15437,2
15438,3
15439,6
15440,37
15441,8
15442,55
15443,2
15444,124
15445,55
15446,43
15447,78
15448,167
15449,133
15450,140
15451,10
15452,99
15453,43
15454,59
15455,31
15456,5
15457,3
15458,28
15459,0
15460,0
15461,0
15462,231
15463,54
15464,35
15465,7
15466,297
15467,101
15468,152
15469,65
15470,5
15471,3
15472,26
15473,7
15474,2
15475,32
15476,1
15477,129
15478,17
15479,77
15480,64
15481,58
15482,8
15483,6
15484,9
15485,5
15486,15
15487,9
15488,0
15489,20
15490,24
15491,162
15492,17
15493,22
15494,4
15495,146
15496,16
15497,8
15498,2
15499,106
15500,106
15501,153
15502,50
15503,72
15504,15
15505,39
15506,16
15507,15
15508,57
15509,13
15510,26
15511,3
15512,0
15513,14
15514,4
15515,215
15516,17
15517,48
15518,141
15519,194
15520,36
15521,12
15522,4
15523,26
15524,0
15525,22
15526,2
15527,67
15528,13
15529,155
15530,12
15531,5
15532,6
15533,16
15534,3
15535,13
15536,3
15537,17
15538,0
15539,2
15540,2
15541,7
15542,3
15543,10
15544,3
15545,107
15546,27
15547,250
15548,36
15549,436
15550,94
15551,172
15552,10
15553,19
15554,9
15555,73
15556,183
15557,64
15558,10
15559,64
15560,21
15561,62
15562,90
15563,24
15564,13
15565,322
15566,45
15567,85
15568,155
15569,327
15570,245
15571,48
15572,24
15573,55
15574,17
15575,58
15576,6
15577,48
15578,77
15579,209
15580,124
15581,374
15582,63
15583,29
15584,24
15585,397
15586,740
15587,354
15588,59
15589,209
15590,17
15591,83
15592,20
15593,120
15594,4
15595,69
15596,7
15597,31
15598,15
15599,12
15600,4
15601,59
15602,45
15603,189
15604,12
15605,83
15606,72
15607,69
15608,25
15609,56
15610,20
15611,113
15612,41
15613,0
15614,0
15615,212
15616,75
15617,55
15618,9
15619,67
15620,61
15621,64
15622,5
15623,928
15624,459
15625,67
15626,22
15627,2
15628,0
15629,282
15630,9
15631,141
15632,86
15633,0
15634,0
15635,50
15636,25
15637,45
15638,4
15639,224
15640,267
15641,60
15642,10
15643,2
15644,0
15645,34
15646,29
15647,514
15648,131
15649,82
15650,13
15651,334
15652,20
15653,286
15654,28
15655,108
15656,115
15657,100
15658,15
15659,413
15660,22
15661,327
15662,14
15663,339
15664,8
15665,72
15666,11
15667,65
15668,8
15669,666
15670,14
15671,16
15672,0
15673,11
15674,2
15675,0
15676,0
15677,67
15678,67
15679,18
15680,15
15681,61
15682,18
15683,86
15684,73
15685,16
15686,16
15687,11
15688,20
15689,5
15690,13
15691,2
15692,16
15693,0
15694,18
15695,0
15696,40
15697,17
15698,71
15699,13
15700,24
15701,6
15702,24
15703,15
15704,6
15705,5
15706,21
15707,5
15708,17
15709,4
15710,11
15711,16
15712,38
15713,11
15714,77
15715,68
15716,14
15717,6
15718,11
15719,8
15720,109
15721,5
15722,222
15723,72
15724,52
15725,6
15726,26
15727,9
15728,21
15729,4
15730,18
15731,5
15732,356
15733,88
15734,24
15735,3
15736,6
15737,3
15738,80
15739,21
15740,39
15741,4
15742,25
15743,4
15744,25
15745,10
15746,140
15747,149
15748,533
15749,498
15750,61
15751,28
15752,14
15753,15
15754,126
15755,102
15756,81
15757,31
15758,127
15759,9
15760,90
15761,234
15762,7
15763,8
15764,37
15765,53
15766,10
15767,18
15768,72
15769,1
15770,48
15771,22
15772,2
15773,117
15774,11
15775,2
15776,0
15777,33
15778,55
15779,4
15780,16
15781,25
15782,21
15783,65
15784,32
15785,44
15786,16
15787,49
15788,11
15789,90
15790,4
15791,18
15792,2
15793,6
15794,0
15795,27
15796,7
15797,16
15798,0
15799,16
15800,17
15801,34
15802,29
15803,33
15804,32
15805,68
15806,119
15807,27
15808,22
15809,14
15810,41
15811,8
15812,20
15813,51
15814,7
15815,29
15816,6
15817,115
15818,8
15819,239
15820,38
15821,318
15822,8
15823,0
15824,0
15825,5
15826,5
15827,245
15828,33
15829,320
15830,108
15831,91
15832,7
15833,217
15834,10
15835,104
15836,40
15837,0
15838,0
15839,78
15840,7
15841,70
15842,23
15843,0
15844,0
15845,0
15846,0
15847,183
15848,93
15849,122
15850,48
15851,21
15852,0
15853,34
15854,24
15855,50
15856,7
15857,4
15858,6
15859,72
15860,4
15861,18
15862,5
15863,44
15864,316
15865,62
15866,321
15867,63
15868,10
15869,61
15870,18
15871,11
15872,7
15873,25
15874,14
15875,17
15876,17
15877,7
15878,1
15879,6
15880,4
15881,2
15882,13
15883,2
15884,3
15885,2
15886,49
15887,66
15888,262
15889,285
15890,96
15891,114
15892,123
15893,11
15894,117
15895,108
15896,28
15897,6
15898,661
15899,691
15900,29
15901,13
15902,719
15903,199
15904,51
15905,9
15906,82
15907,19
15908,60
15909,57
15910,29
15911,2
15912,41
15913,3
15914,71
15915,9
15916,90
15917,2
15918,25
15919,13
15920,8
15921,4
15922,5
15923,12
15924,2
15925,1
15926,10
15927,3
15928,80
15929,15
15930,238
15931,160
15932,1491
15933,1286
15934,14
15935,15
15936,48
15937,28
15938,19
15939,3
15940,10
15941,8
15942,8
15943,15
15944,12
15945,7
15946,1
15947,5
15948,12
15949,60
15950,32
15951,109
15952,37
15953,26
15954,3
15955,16
15956,19
15957,13
15958,5
15959,13
15960,1
15961,25
15962,20
15963,121
15964,21
15965,413
15966,44
15967,113
15968,34
15969,111
15970,10
15971,490
15972,33
15973,118
15974,8
15975,201
15976,86
15977,418
15978,15
15979,675
15980,170
15981,25
15982,13
15983,188
15984,68
15985,167
15986,35
15987,345
15988,23
15989,236
15990,46
15991,1590
15992,673
15993,433
15994,72
15995,30
15996,9
15997,152
15998,129
15999,3
16000,7
16001,4
16002,2
16003,9
16004,1
16005,8
16006,6
16007,4
16008,3
16009,5
16010,1
16011,9
16012,352
16013,52
16014,67
16015,26
16016,88
16017,71
16018,17
16019,13
16020,20
16021,110
16022,55
16023,49
16024,6
16025,394
16026,270
16027,56
16028,18
16029,42
16030,30
16031,22
16032,18
16033,12
16034,14
16035,91
16036,30
16037,113
16038,117
16039,107
16040,23
16041,79
16042,8
16043,43
16044,28
16045,8
16046,13
16047,12
16048,4
16049,92
16050,7
16051,49
16052,52
16053,104
16054,38
16055,10
16056,8
16057,324
16058,70
16059,10
16060,9
16061,1
16062,10
16063,0
16064,5
16065,6
16066,3
16067,181
16068,36
16069,140
16070,80
16071,3
16072,12
16073,1
16074,13
16075,72
16076,28
16077,21
16078,20
16079,5
16080,4
16081,5
16082,73
16083,164
16084,7
16085,31
16086,4
16087,11
16088,76
16089,12
16090,9
16091,5
16092,11
16093,7
16094,56
16095,4
16096,312
16097,32
16098,213
16099,17
16100,214
16101,196
16102,375
16103,187
16104,79
16105,10
16106,34
16107,8
16108,17
16109,30
16110,1
16111,10
16112,18
16113,9
16114,6
16115,6
16116,11
16117,11
16118,4
16119,7
16120,2
16121,3
16122,5
16123,1
16124,9
16125,5
16126,2
16127,2
16128,615
16129,44
16130,251
16131,178
16132,1512
16133,186
16134,16
16135,11
16136,8
16137,6
16138,0
16139,0
16140,148
16141,11
16142,7
16143,3
16144,32
16145,16
16146,103
16147,6
16148,48
16149,23
16150,49
16151,21
16152,18
16153,12
16154,11
16155,4
16156,41
16157,152
16158,16
16159,4
16160,30
16161,14
16162,5
16163,10
16164,15
16165,8
16166,6
16167,24
16168,11
16169,193
16170,15
16171,54
16172,9
16173,123
16174,56
16175,51
16176,3
16177,4
16178,0
16179,79
16180,3
16181,848
16182,840
16183,9
16184,14
16185,6
16186,5
16187,4
16188,57
16189,43
16190,215
16191,11
16192,6
16193,10
16194,4
16195,1
16196,3
16197,9
16198,3
16199,2
16200,93
16201,106
16202,222
16203,10
16204,22
16205,8
16206,9
16207,2
16208,84
16209,251
16210,7
16211,8
16212,9
16213,0
16214,16
16215,8
16216,48
16217,6
16218,11
16219,7
16220,74
16221,4
16222,27
16223,4
16224,336
16225,15
16226,122
16227,26
16228,46
16229,4
16230,46
16231,102
16232,4
16233,31
16234,20
16235,14
16236,21
16237,24
16238,131
16239,33
16240,107
16241,141
16242,122
16243,12
16244,10
16245,4
16246,6
16247,3
16248,4
16249,2
16250,3
16251,2
16252,1
16253,7
16254,1
16255,63
16256,13
16257,9
16258,3
16259,8
16260,5
16261,270
16262,49
16263,19
16264,13
16265,1660
16266,1087
16267,231
16268,126
16269,450
16270,308
16271,596
16272,550
16273,36
16274,34
16275,8
16276,13
16277,1
16278,0
16279,235
16280,9
16281,12
16282,18
16283,4
16284,6
16285,268
16286,10
16287,91
16288,39
16289,0
16290,7
16291,70
16292,4
16293,13
16294,0
16295,10
16296,6
16297,7
16298,7
16299,49
16300,21
16301,2
16302,3
16303,18
16304,7
16305,638
16306,341
16307,170
16308,74
16309,8
16310,7
16311,25
16312,24
16313,5
16314,5
16315,26
16316,16
16317,3
16318,3
16319,8
16320,4
16321,35
16322,8
16323,108
16324,56
16325,285
16326,364
16327,37
16328,4
16329,196
16330,21
16331,931
16332,659
16333,324
16334,33
16335,1
16336,1
16337,1
16338,1
16339,667
16340,665
16341,373
16342,283
16343,119
16344,55
16345,329
16346,164
16347,69
16348,14
16349,37
16350,9
16351,10
16352,2
16353,71
16354,4
16355,0
16356,0
16357,652
16358,89
16359,1426
16360,33
16361,541
16362,170
16363,389
16364,58
16365,230
16366,44
16367,1074
16368,8
16369,191
16370,49
16371,63
16372,6
16373,17
16374,4
16375,34
16376,4
16377,428
16378,41
16379,135
16380,13
16381,17
16382,5
16383,12
16384,14
16385,2
16386,102
16387,29
16388,72
16389,6
16390,12
16391,2
16392,86
16393,5
16394,35
16395,10
16396,39
16397,10
16398,2
16399,21
16400,7
16401,106
16402,26
16403,9
16404,4
16405,7
16406,5
16407,0
16408,1
16409,40
16410,5
16411,37
16412,9
16413,53
16414,3
16415,61
16416,3
16417,8
16418,2
16419,112
16420,44
16421,99
16422,24
16423,136
16424,26
16425,5
16426,3
16427,366
16428,47
16429,24
16430,26
16431,11
16432,8
16433,906
16434,16
16435,1
16436,2
16437,18154
16438,3969
16439,291
16440,77
16441,336
16442,220
16443,3824
16444,403
16445,1623
16446,89
16447,180
16448,6
16449,0
16450,47
16451,2
16452,422
16453,50
16454,18
16455,6
16456,12
16457,1
16458,23
16459,3
16460,8
16461,2
16462,61
16463,12
16464,48
16465,3
16466,56
16467,5
16468,127
16469,5
16470,99
16471,16
16472,125
16473,4
16474,14
16475,9
16476,18
16477,14
16478,85
16479,96
16480,212
16481,40
16482,193
16483,18
16484,15
16485,5
16486,9
16487,2
16488,27
16489,3
16490,66
16491,8
16492,49
16493,18
16494,8
16495,2
16496,57
16497,20
16498,209
16499,110
16500,6
16501,2
16502,245
16503,43
16504,22
16505,28
16506,5
16507,1
16508,3
16509,4
16510,2
16511,3
16512,7
16513,4
16514,41
16515,74
16516,2
16517,12
16518,5
16519,2
16520,1
16521,40
16522,15
16523,0
16524,0
16525,48
16526,12
16527,0
16528,0
16529,118
16530,37
16531,3
16532,2
16533,101
16534,64
16535,5
16536,3
16537,1035
16538,368
16539,19
16540,4
16541,1054
16542,372
16543,217
16544,197
16545,802
16546,111
16547,4
16548,1
16549,18
16550,12
16551,3
16552,1
16553,4
16554,22
16555,22
16556,5
16557,7
16558,1
16559,18
16560,413
16561,90
16562,23
16563,12
16564,13
16565,2
16566,257
16567,120
16568,165
16569,23
16570,66
16571,17
16572,19
16573,0
16574,517
16575,42
16576,78
16577,70
16578,165
16579,9
16580,63
16581,11
16582,44
16583,55
16584,38
16585,33
16586,5
16587,9
16588,557
16589,498
16590,76
16591,95
16592,263
16593,300
16594,11
16595,14
16596,287
16597,226
16598,272
16599,17
16600,180
16601,9
16602,111
16603,82
16604,92
16605,21
16606,117
16607,14
16608,21
16609,38
16610,19
16611,13
16612,122
16613,108
16614,27
16615,2
16616,80
16617,16
16618,79
16619,7
16620,42
16621,22
16622,43
16623,7
16624,436
16625,38
16626,274
16627,10
16628,74
16629,5
16630,45
16631,20
16632,1110
16633,102
16634,51
16635,24
16636,81
16637,26
16638,538
16639,97
16640,88
16641,31
16642,15
16643,4
16644,9
16645,8
16646,25
16647,28
16648,289
16649,35
16650,24
16651,12
16652,2436
16653,302
16654,512
16655,498
16656,14
16657,11
16658,5
16659,4
16660,12
16661,6
16662,288
16663,52
16664,3281
16665,3075
16666,104
16667,36
16668,126
16669,128
16670,51
16671,9
16672,95
16673,8
16674,17
16675,1
16676,18
16677,1
16678,88
16679,3
16680,9
16681,0
16682,72
16683,14
16684,123
16685,22
16686,307
16687,35
16688,3
16689,9
16690,3
16691,3
16692,22
16693,2
16694,15
16695,2
16696,55
16697,1
16698,96
16699,51
16700,177
16701,63
16702,11
16703,15
16704,74
16705,13
16706,28
16707,41
16708,4
16709,3
16710,335
16711,26
16712,97
16713,47
16714,35
16715,7
16716,224
16717,255
16718,6
16719,14
16720,33
16721,11
16722,7
16723,5
16724,21
16725,14
16726,61
16727,30
16728,47
16729,14
16730,2
16731,2
16732,183
16733,14
16734,13
16735,1
16736,24
16737,2
16738,4
16739,2
16740,1
16741,1
16742,8
16743,5
16744,7
16745,17
16746,12
16747,10
16748,56
16749,55
16750,84
16751,46
16752,88
16753,12
16754,6
16755,3
16756,4
16757,8
16758,5
16759,12
16760,0
16761,4
16762,6
16763,796
16764,466
16765,65
16766,12
16767,836
16768,301
16769,6
16770,0
16771,6
16772,1
16773,5
16774,1
16775,5
16776,0
16777,6
16778,4
16779,29
16780,2
16781,10
16782,5
16783,66
16784,12
16785,138
16786,170
16787,0
16788,0
16789,0
16790,0
16791,6
16792,4
16793,14
16794,31
16795,67
16796,18
16797,93
16798,1
16799,39
16800,7
16801,120
16802,65
16803,0
16804,0
16805,7
16806,9
16807,20
16808,13
16809,11
16810,8
16811,7
16812,36
16813,43
16814,19
16815,83
16816,6
16817,69
16818,61
16819,35
16820,11
16821,10
16822,15
16823,66
16824,9
16825,2
16826,0
16827,0
16828,16
16829,4
16830,17
16831,17
16832,11
16833,11
16834,194
16835,313
16836,10
16837,2
16838,15
16839,1
16840,6
16841,7
16842,16
16843,9
16844,3
16845,4
16846,15
16847,8
16848,164
16849,29
16850,16
16851,5
16852,3
16853,12
16854,2
16855,2
16856,17
16857,6
16858,12
16859,1
16860,9
16861,2
16862,9
16863,1
16864,23
16865,20
16866,305
16867,18
16868,51
16869,12
16870,199
16871,37
16872,11
16873,12
16874,44
16875,4
16876,62
16877,6
16878,77
16879,94
16880,65
16881,8
16882,9
16883,0
16884,93
16885,20
16886,236
16887,0
16888,191
16889,58
16890,364
16891,25
16892,458
16893,193
16894,17
16895,8
16896,1030
16897,284
16898,316
16899,22
16900,953
16901,38
16902,161
16903,79
16904,492
16905,38
16906,54
16907,10
16908,83
16909,11
16910,398
16911,3
16912,325
16913,8
16914,111
16915,9
16916,8
16917,1
16918,6
16919,1
16920,3
16921,1
16922,4
16923,0
16924,62
16925,15
16926,180
16927,12
16928,186
16929,5
16930,59
16931,10
16932,12
16933,83
16934,26
16935,7
16936,44
16937,4
16938,192
16939,268
16940,19
16941,23
16942,31
16943,7
16944,3
16945,2
16946,22
16947,11
16948,98
16949,68
16950,336
16951,14
16952,122
16953,134
16954,240
16955,31
16956,51
16957,3
16958,37
16959,10
16960,569
16961,71
16962,1
16963,3
16964,2
16965,1
16966,2
16967,21
16968,4
16969,3
16970,0
16971,266
16972,32
16973,107
16974,7
16975,153
16976,34
16977,79
16978,48
16979,19
16980,38
16981,32
16982,64
16983,25
16984,14
16985,49
16986,29
16987,23
16988,6
16989,16
16990,7
16991,39
16992,26
16993,2
16994,3
16995,2
16996,4
16997,6
16998,1
16999,16
17000,22
17001,197
17002,19
17003,0
17004,0
17005,0
17006,0
17007,74
17008,28
17009,402
17010,19
17011,49
17012,20
17013,112
17014,33
17015,20
17016,13
17017,33
17018,27
17019,15
17020,7
17021,22
17022,4
17023,39
17024,30
17025,246
17026,1
17027,18
17028,9
17029,223
17030,28
17031,58
17032,8
17033,38
17034,3
17035,13
17036,2
17037,256
17038,103
17039,98
17040,25
17041,105
17042,11
17043,126
17044,162
17045,1
17046,4
17047,27
17048,14
17049,4
17050,5
17051,3
17052,4
17053,19
17054,6
17055,4
17056,272
17057,2
17058,107
17059,14
17060,44
17061,25
17062,21
17063,11
17064,19
17065,8
17066,59
17067,9
17068,70
17069,9
17070,0
17071,0
17072,152
17073,36
17074,111
17075,33
17076,49
17077,26
17078,75
17079,12
17080,27
17081,5
17082,28
17083,10
17084,383
17085,42
17086,110
17087,16
17088,199
17089,34
17090,75
17091,17
17092,7
17093,1
17094,20
17095,32
17096,928
17097,820
17098,80
17099,209
17100,19
17101,4
17102,1
17103,0
17104,928
17105,820
17106,80
17107,209
17108,572
17109,300
17110,572
17111,46
17112,5
17113,5
17114,19
17115,6
17116,31
17117,118
17118,23
17119,43
17120,7
17121,301
17122,63
17123,31
17124,23
17125,38
17126,5
17127,8
17128,4
17129,715
17130,538
17131,16
17132,2
17133,116
17134,57
17135,11
17136,1
17137,2
17138,2
17139,1
17140,2
17141,74
17142,42
17143,146
17144,77
17145,30
17146,9
17147,22
17148,35
17149,33
17150,24
17151,45
17152,7
17153,177
17154,75
17155,182
17156,98
17157,49
17158,25
17159,34
17160,21
17161,64
17162,22
17163,21
17164,90
17165,17
17166,140
17167,16
17168,164
17169,20
17170,10
17171,2
17172,18
17173,1
17174,13
17175,20
17176,200
17177,33
17178,61
17179,21
17180,143
17181,15
17182,3
17183,2
17184,98
17185,45
17186,15
17187,9
17188,55
17189,13
17190,65
17191,9
17192,8
17193,0
17194,16
17195,5
17196,121
17197,16
17198,21
17199,5
17200,31
17201,6
17202,25
17203,25
17204,140
17205,44
17206,293
17207,27
17208,88
17209,28
17210,33
17211,2
17212,45
17213,16
17214,20
17215,15
17216,11
17217,7
17218,1
17219,0
17220,7
17221,9
17222,20
17223,33
17224,16
17225,17
17226,225
17227,32
17228,68
17229,14
17230,5
17231,33
17232,7
17233,241
17234,52
17235,91
17236,61
17237,180
17238,56
17239,727
17240,113
17241,2
17242,1
17243,2
17244,4
17245,24
17246,6
17247,7
17248,6
17249,1
17250,6
17251,27
17252,6
17253,52
17254,2
17255,5
17256,2
17257,5
17258,10
17259,2
17260,1
17261,2
17262,243
17263,79
17264,425
17265,9
17266,42
17267,38
17268,163
17269,11
17270,349
17271,1
17272,102
17273,60
17274,19
17275,5
17276,59
17277,7
17278,448
17279,153
17280,35
17281,36
17282,152
17283,283
17284,152
17285,9
17286,4
17287,8
17288,7
17289,2
17290,45
17291,48
17292,2
17293,36
17294,415
17295,32
17296,218
17297,12
17298,48
17299,68
17300,16
17301,126
17302,6
17303,16753
17304,912
17305,648
17306,132
17307,711
17308,29
17309,348
17310,107
17311,389
17312,21
17313,926
17314,70
17315,570
17316,12
17317,1119
17318,22
17319,889
17320,87
17321,35
17322,8
17323,424
17324,66
17325,932
17326,22
17327,907
17328,336
17329,1526
17330,90
17331,384
17332,15
17333,96
17334,52
17335,14
17336,3
17337,107
17338,33
17339,194
17340,31
17341,60
17342,5
17343,3
17344,0
17345,194
17346,94
17347,3
17348,1
17349,48
17350,10
17351,77
17352,28
17353,14
17354,94
17355,16
17356,25
17357,13
17358,72
17359,21
17360,16
17361,3
17362,46
17363,32
17364,47
17365,15
17366,4
17367,2
17368,7
17369,23
17370,24
17371,41
17372,8
17373,11
17374,13
17375,8
17376,14
17377,13
17378,96
17379,71
17380,0
17381,28
17382,5
17383,30
17384,5
17385,21
17386,34
17387,79
17388,44
17389,42
17390,13
17391,45
17392,16
17393,141
17394,152
17395,257
17396,180
17397,397
17398,249
17399,228
17400,23
17401,42
17402,4
17403,75
17404,6
17405,1039
17406,88
17407,1848
17408,108
17409,30
17410,5
17411,242
17412,5
